id,url,statut,type,cluster,parent_hub,requete_principale,pays,ville,priorite
"207","/pays/gabon/koulamoutou","publié","hub ville secondaire","geo","/pays/gabon","Transformation digitale à Koulamoutou","Gabon","Koulamoutou","5"
"208","/pays/gabon/tchibanga","publié","hub ville secondaire","geo","/pays/gabon","Transformation digitale à Tchibanga","Gabon","Tchibanga","5"
"209","/pays/gabon/makokou","publié","hub ville secondaire","geo","/pays/gabon","Transformation digitale à Makokou","Gabon","Makokou","5"
"210","/pays/rd-congo","publié","hub pays","geo","/services","Transformation digitale RD Congo","RD Congo","","4"
"211","/services/audit-diagnostic-digital/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Audit et diagnostic digital à Kinshasa","RD Congo","Kinshasa","4"
"212","/services/refonte-processus/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Refonte des processus métier à Kinshasa","RD Congo","Kinshasa","4"
"213","/services/automatisation-integrations/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Automatisation et intégrations à Kinshasa","RD Congo","Kinshasa","4"
"214","/services/ia-entreprise/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Intelligence artificielle en entreprise à Kinshasa","RD Congo","Kinshasa","4"
"215","/services/developpement-outils-metier/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Développement d'outils métier à Kinshasa","RD Congo","Kinshasa","4"
"216","/services/pilotage-deploiement/rd-congo/kinshasa","publié","service x ville phare","geo","/pays/rd-congo","Pilotage et déploiement à Kinshasa","RD Congo","Kinshasa","4"
"217","/pays/rd-congo/lubumbashi","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Lubumbashi","RD Congo","Lubumbashi","5"
"218","/pays/rd-congo/mbuji-mayi","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Mbuji-Mayi","RD Congo","Mbuji-Mayi","5"
"219","/pays/rd-congo/kananga","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Kananga","RD Congo","Kananga","5"
"220","/pays/rd-congo/kisangani","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Kisangani","RD Congo","Kisangani","5"
"221","/pays/rd-congo/bukavu","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Bukavu","RD Congo","Bukavu","5"
"222","/pays/rd-congo/goma","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Goma","RD Congo","Goma","5"
"223","/pays/rd-congo/kolwezi","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Kolwezi","RD Congo","Kolwezi","5"
"224","/pays/rd-congo/likasi","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Likasi","RD Congo","Likasi","5"
"225","/pays/rd-congo/tshikapa","publié","hub ville secondaire","geo","/pays/rd-congo","Transformation digitale à Tshikapa","RD Congo","Tshikapa","5"
"226","/pays/congo-brazzaville","publié","hub pays","geo","/services","Transformation digitale Congo-Brazzaville","Congo-Brazzaville","","4"
"227","/services/audit-diagnostic-digital/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Audit et diagnostic digital à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"228","/services/refonte-processus/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Refonte des processus métier à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"229","/services/automatisation-integrations/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Automatisation et intégrations à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"230","/services/ia-entreprise/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Intelligence artificielle en entreprise à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"231","/services/developpement-outils-metier/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Développement d'outils métier à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"232","/services/pilotage-deploiement/congo-brazzaville/brazzaville","publié","service x ville phare","geo","/pays/congo-brazzaville","Pilotage et déploiement à Brazzaville","Congo-Brazzaville","Brazzaville","4"
"233","/pays/congo-brazzaville/pointe-noire","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Pointe-Noire","Congo-Brazzaville","Pointe-Noire","5"
"234","/pays/congo-brazzaville/dolisie","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Dolisie","Congo-Brazzaville","Dolisie","5"
"235","/pays/congo-brazzaville/nkayi","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Nkayi","Congo-Brazzaville","Nkayi","5"
"236","/pays/congo-brazzaville/ouesso","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Ouesso","Congo-Brazzaville","Ouesso","5"
"237","/pays/congo-brazzaville/owando","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Owando","Congo-Brazzaville","Owando","5"
"238","/pays/congo-brazzaville/sibiti","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Sibiti","Congo-Brazzaville","Sibiti","5"
"239","/pays/congo-brazzaville/impfondo","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Impfondo","Congo-Brazzaville","Impfondo","5"
"240","/pays/congo-brazzaville/madingou","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Madingou","Congo-Brazzaville","Madingou","5"
"241","/pays/congo-brazzaville/mossendjo","publié","hub ville secondaire","geo","/pays/congo-brazzaville","Transformation digitale à Mossendjo","Congo-Brazzaville","Mossendjo","5"
"242","/pays/madagascar","publié","hub pays","geo","/services","Transformation digitale Madagascar","Madagascar","","4"
"243","/services/audit-diagnostic-digital/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Audit et diagnostic digital à Antananarivo","Madagascar","Antananarivo","4"
"244","/services/refonte-processus/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Refonte des processus métier à Antananarivo","Madagascar","Antananarivo","4"
"245","/services/automatisation-integrations/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Automatisation et intégrations à Antananarivo","Madagascar","Antananarivo","4"
"246","/services/ia-entreprise/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Intelligence artificielle en entreprise à Antananarivo","Madagascar","Antananarivo","4"
"247","/services/developpement-outils-metier/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Développement d'outils métier à Antananarivo","Madagascar","Antananarivo","4"
"248","/services/pilotage-deploiement/madagascar/antananarivo","publié","service x ville phare","geo","/pays/madagascar","Pilotage et déploiement à Antananarivo","Madagascar","Antananarivo","4"
"249","/pays/madagascar/toamasina","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Toamasina","Madagascar","Toamasina","5"
"250","/pays/madagascar/antsirabe","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Antsirabe","Madagascar","Antsirabe","5"
"251","/pays/madagascar/fianarantsoa","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Fianarantsoa","Madagascar","Fianarantsoa","5"
"252","/pays/madagascar/mahajanga","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Mahajanga","Madagascar","Mahajanga","5"
"253","/pays/madagascar/toliara","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Toliara","Madagascar","Toliara","5"
"254","/pays/madagascar/antsiranana","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Antsiranana","Madagascar","Antsiranana","5"
"255","/pays/madagascar/ambovombe","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Ambovombe","Madagascar","Ambovombe","5"
"256","/pays/madagascar/morondava","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Morondava","Madagascar","Morondava","5"
"257","/pays/madagascar/ambatondrazaka","publié","hub ville secondaire","geo","/pays/madagascar","Transformation digitale à Ambatondrazaka","Madagascar","Ambatondrazaka","5"
"258","/pays/belgique","publié","hub pays","geo","/services","Transformation digitale Belgique","Belgique","","4"
"259","/services/audit-diagnostic-digital/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Audit et diagnostic digital à Bruxelles","Belgique","Bruxelles","4"
"260","/services/refonte-processus/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Refonte des processus métier à Bruxelles","Belgique","Bruxelles","4"
"261","/services/automatisation-integrations/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Automatisation et intégrations à Bruxelles","Belgique","Bruxelles","4"
"262","/services/ia-entreprise/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Intelligence artificielle en entreprise à Bruxelles","Belgique","Bruxelles","4"
"263","/services/developpement-outils-metier/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Développement d'outils métier à Bruxelles","Belgique","Bruxelles","4"
"264","/services/pilotage-deploiement/belgique/bruxelles","publié","service x ville phare","geo","/pays/belgique","Pilotage et déploiement à Bruxelles","Belgique","Bruxelles","4"
"265","/pays/belgique/liege","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Liège","Belgique","Liège","5"
"266","/pays/belgique/charleroi","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Charleroi","Belgique","Charleroi","5"
"267","/pays/belgique/namur","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Namur","Belgique","Namur","5"
"268","/pays/belgique/mons","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Mons","Belgique","Mons","5"
"269","/pays/belgique/tournai","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Tournai","Belgique","Tournai","5"
"270","/pays/belgique/la-louviere","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à La Louvière","Belgique","La Louvière","5"
"271","/pays/belgique/verviers","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Verviers","Belgique","Verviers","5"
"272","/pays/belgique/mouscron","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Mouscron","Belgique","Mouscron","5"
"273","/pays/belgique/seraing","publié","hub ville secondaire","geo","/pays/belgique","Transformation digitale à Seraing","Belgique","Seraing","5"
"274","/pays/suisse","publié","hub pays","geo","/services","Transformation digitale Suisse","Suisse","","4"
"275","/services/audit-diagnostic-digital/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Audit et diagnostic digital à Genève","Suisse","Genève","4"
"276","/services/refonte-processus/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Refonte des processus métier à Genève","Suisse","Genève","4"
"277","/services/automatisation-integrations/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Automatisation et intégrations à Genève","Suisse","Genève","4"
"278","/services/ia-entreprise/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Intelligence artificielle en entreprise à Genève","Suisse","Genève","4"
"279","/services/developpement-outils-metier/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Développement d'outils métier à Genève","Suisse","Genève","4"
"280","/services/pilotage-deploiement/suisse/geneve","publié","service x ville phare","geo","/pays/suisse","Pilotage et déploiement à Genève","Suisse","Genève","4"
"281","/pays/suisse/lausanne","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Lausanne","Suisse","Lausanne","5"
"282","/pays/suisse/fribourg","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Fribourg","Suisse","Fribourg","5"
"283","/pays/suisse/neuchatel","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Neuchâtel","Suisse","Neuchâtel","5"
"284","/pays/suisse/sion","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Sion","Suisse","Sion","5"
"285","/pays/suisse/la-chaux-de-fonds","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à La Chaux-de-Fonds","Suisse","La Chaux-de-Fonds","5"
"286","/pays/suisse/vevey","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Vevey","Suisse","Vevey","5"
"287","/pays/suisse/montreux","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Montreux","Suisse","Montreux","5"
"288","/pays/suisse/yverdon-les-bains","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Yverdon-les-Bains","Suisse","Yverdon-les-Bains","5"
"289","/pays/suisse/nyon","publié","hub ville secondaire","geo","/pays/suisse","Transformation digitale à Nyon","Suisse","Nyon","5"
"290","/pays/luxembourg","publié","hub pays","geo","/services","Transformation digitale Luxembourg","Luxembourg","","4"
"291","/services/audit-diagnostic-digital/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Audit et diagnostic digital à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"292","/services/refonte-processus/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Refonte des processus métier à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"293","/services/automatisation-integrations/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Automatisation et intégrations à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"294","/services/ia-entreprise/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Intelligence artificielle en entreprise à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"295","/services/developpement-outils-metier/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Développement d'outils métier à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"296","/services/pilotage-deploiement/luxembourg/luxembourg-ville","publié","service x ville phare","geo","/pays/luxembourg","Pilotage et déploiement à Luxembourg-ville","Luxembourg","Luxembourg-ville","4"
"297","/pays/luxembourg/esch-sur-alzette","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Esch-sur-Alzette","Luxembourg","Esch-sur-Alzette","5"
"298","/pays/luxembourg/differdange","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Differdange","Luxembourg","Differdange","5"
"299","/pays/luxembourg/dudelange","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Dudelange","Luxembourg","Dudelange","5"
"300","/pays/luxembourg/ettelbruck","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Ettelbruck","Luxembourg","Ettelbruck","5"
"301","/pays/luxembourg/diekirch","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Diekirch","Luxembourg","Diekirch","5"
"302","/pays/luxembourg/wiltz","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Wiltz","Luxembourg","Wiltz","5"
"303","/pays/luxembourg/echternach","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Echternach","Luxembourg","Echternach","5"
"304","/pays/luxembourg/rumelange","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Rumelange","Luxembourg","Rumelange","5"
"305","/pays/luxembourg/bettembourg","publié","hub ville secondaire","geo","/pays/luxembourg","Transformation digitale à Bettembourg","Luxembourg","Bettembourg","5"
"306","/services/chatbot-whatsapp","publié","service","services","/services","Chatbot WhatsApp pour entreprise","","","6"
"307","/glossaire","publié","glossaire","glossaire","/methode","glossaire transformation digitale","","","6"
"308","/guides","publié","hub guides","guides","/methode","guides transformation digitale","","","6"
"309","/guides/mesurer-maturite-numerique-entreprise","publié","guide","guides","/guides","mesurer maturite numerique entreprise","","","6"
"310","/guides/cartographier-processus-as-is-to-be","publié","guide","guides","/guides","cartographier processus as is to be","","","6"
"311","/guides/calculer-roi-tco-payback-projet-digital","publié","guide","guides","/guides","calculer roi tco payback projet digital","","","6"
"312","/guides/gouvernance-ia-entreprise-guide","publié","guide","guides","/guides","gouvernance ia entreprise guide","","","6"
"313","/guides/securiser-automatisation-agent-ia","publié","guide","guides","/guides","securiser automatisation agent ia","","","6"
"314","/guides/acheter-configurer-integrer-developper","publié","guide","guides","/guides","acheter configurer integrer developper","","","6"
"315","/guides/construire-business-case-transformation-digitale","publié","guide","guides","/guides","construire business case transformation digitale","","","6"
"316","/guides/conduite-changement-projet-digital","publié","guide","guides","/guides","conduite changement projet digital","","","6"
"317","/guides/prioriser-portefeuille-initiatives-digitales","publié","guide","guides","/guides","prioriser portefeuille initiatives digitales","","","6"
"318","/guides/erreurs-frequentes-diagnostic-transformation-digitale","publié","guide","guides","/guides","erreurs frequentes diagnostic transformation digitale","","","6"
"319","/guides/structurer-crm-eviter-saisie-inutile","publié","guide","guides","/guides","structurer crm eviter saisie inutile","","","6"
"320","/guides/kpi-piloter-transformation-digitale","publié","guide","guides","/guides","kpi piloter transformation digitale","","","6"
"321","/guides/choisir-infrastructure-cloud-sans-dette","publié","guide","guides","/guides","choisir infrastructure cloud sans dette","","","6"
"322","/guides/concevoir-parcours-client-reduire-frictions","publié","guide","guides","/guides","concevoir parcours client reduire frictions","","","6"
"323","/guides/mesurer-efficacite-strategie-marketing-digital","publié","guide","guides","/guides","mesurer efficacite strategie marketing digital","","","6"
"324","/guides/digitaliser-operations-erp-stocks-iot","publié","guide","guides","/guides","digitaliser operations erp stocks iot","","","6"
"325","/guides/tester-nouveau-modele-economique-numerique","publié","guide","guides","/guides","tester nouveau modele economique numerique","","","6"
"326","/secteurs","publié","hub secteurs","secteurs","/","secteurs transformation digitale","","","3"
"327","/comparatifs","publié","hub comparatifs","comparatifs","/","comparatifs transformation digitale","","","3"
"328","/pays","publié","hub pays","geo","/","zones intervention audyxa","","","4"
